step,loss,reward,reward_std,mean_length,min_length,max_length,clipped_ratio,mean_term_length,min_term_length,max_term_length,kl,format_exact,format_exact_std,format_approx,format_approx_std,check_action,check_action_std,check_env,check_env_std
139,0.000500,11.000000,0.000000,32.562500,24.000000,48.000000,0.000000,32.562500,24.000000,48.000000,0.470080,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
140,0.000500,11.000000,0.000000,32.343750,24.000000,49.000000,0.000000,32.343750,24.000000,49.000000,0.529837,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
141,0.000400,11.000000,0.000000,30.625000,24.000000,58.000000,0.000000,30.625000,24.000000,58.000000,0.424280,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
142,0.000500,11.000000,0.000000,33.781250,25.000000,54.000000,0.000000,33.781250,25.000000,54.000000,0.470530,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
143,0.000600,11.000000,0.000000,32.375000,22.000000,60.000000,0.000000,32.375000,22.000000,60.000000,0.668468,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
144,0.000500,11.000000,0.000000,31.718750,24.000000,46.000000,0.000000,31.718750,24.000000,46.000000,0.503033,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
145,0.000500,11.000000,0.000000,33.343750,24.000000,71.000000,0.000000,33.343750,24.000000,71.000000,0.517012,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
146,0.000500,11.000000,0.000000,30.625000,24.000000,57.000000,0.000000,30.625000,24.000000,57.000000,0.468829,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
147,0.000600,11.000000,0.000000,30.687500,24.000000,46.000000,0.000000,30.687500,24.000000,46.000000,0.593704,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
148,0.000600,11.000000,0.000000,34.187500,25.000000,54.000000,0.000000,34.187500,25.000000,54.000000,0.556709,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
149,0.000500,11.000000,0.000000,34.531250,23.000000,60.000000,0.000000,34.531250,23.000000,60.000000,0.502640,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
150,0.000400,11.000000,0.000000,32.125000,24.000000,51.000000,0.000000,32.125000,24.000000,51.000000,0.441807,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
151,0.000400,11.000000,0.000000,34.156250,25.000000,54.000000,0.000000,34.156250,25.000000,54.000000,0.460638,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
152,0.000400,11.000000,0.000000,34.281250,24.000000,63.000000,0.000000,34.281250,24.000000,63.000000,0.399535,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
153,0.000500,11.000000,0.000000,31.062500,24.000000,54.000000,0.000000,31.062500,24.000000,54.000000,0.534782,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
154,0.000400,11.000000,0.000000,35.968750,23.000000,52.000000,0.000000,35.968750,23.000000,52.000000,0.408501,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
155,0.000500,11.000000,0.000000,33.250000,24.000000,56.000000,0.000000,33.250000,24.000000,56.000000,0.484510,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
156,0.000300,11.000000,0.000000,35.031250,24.000000,66.000000,0.000000,35.031250,24.000000,66.000000,0.366496,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
157,0.000400,11.000000,0.000000,35.375000,24.000000,50.000000,0.000000,35.375000,24.000000,50.000000,0.421885,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
158,0.095100,10.718750,0.795495,35.437500,24.000000,82.000000,0.000000,35.437500,24.000000,82.000000,0.519254,2.906250,0.530330,2.000000,0.000000,4.359375,0.795495,1.453125,0.265165
159,0.000500,11.000000,0.000000,34.468750,24.000000,46.000000,0.000000,34.468750,24.000000,46.000000,0.493290,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
160,0.000500,11.000000,0.000000,30.843750,22.000000,56.000000,0.000000,30.843750,22.000000,56.000000,0.479029,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
161,0.000400,11.000000,0.000000,36.718750,25.000000,57.000000,0.000000,36.718750,25.000000,57.000000,0.407483,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
162,0.000500,11.000000,0.000000,32.718750,24.000000,53.000000,0.000000,32.718750,24.000000,53.000000,0.532948,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
163,0.000600,11.000000,0.000000,29.906250,23.000000,52.000000,0.000000,29.906250,23.000000,52.000000,0.600928,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
164,0.000400,11.000000,0.000000,33.000000,24.000000,47.000000,0.000000,33.000000,24.000000,47.000000,0.374051,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
165,0.000400,11.000000,0.000000,34.468750,24.000000,49.000000,0.000000,34.468750,24.000000,49.000000,0.417022,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
166,0.000500,11.000000,0.000000,33.125000,24.000000,49.000000,0.000000,33.125000,24.000000,49.000000,0.529774,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
167,0.000500,11.000000,0.000000,28.781250,24.000000,49.000000,0.000000,28.781250,24.000000,49.000000,0.537275,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
168,0.000400,11.000000,0.000000,35.343750,24.000000,54.000000,0.000000,35.343750,24.000000,54.000000,0.421233,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
169,0.000500,11.000000,0.000000,31.156250,24.000000,53.000000,0.000000,31.156250,24.000000,53.000000,0.560480,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
170,0.000500,11.000000,0.000000,32.156250,24.000000,45.000000,0.000000,32.156250,24.000000,45.000000,0.478175,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
171,0.000400,11.000000,0.000000,34.093750,22.000000,55.000000,0.000000,34.093750,22.000000,55.000000,0.436129,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
172,0.000400,11.000000,0.000000,32.750000,22.000000,48.000000,0.000000,32.750000,22.000000,48.000000,0.400753,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
173,0.000400,11.000000,0.000000,35.281250,24.000000,66.000000,0.000000,35.281250,24.000000,66.000000,0.403132,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
174,0.000500,11.000000,0.000000,33.593750,24.000000,49.000000,0.000000,33.593750,24.000000,49.000000,0.502011,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
175,0.000500,11.000000,0.000000,33.875000,24.000000,52.000000,0.000000,33.875000,24.000000,52.000000,0.497524,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
176,0.000500,11.000000,0.000000,33.843750,24.000000,46.000000,0.000000,33.843750,24.000000,46.000000,0.452771,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
177,0.004100,10.906250,0.265165,30.125000,24.000000,57.000000,0.000000,30.125000,24.000000,57.000000,0.541525,3.000000,0.000000,2.000000,0.000000,4.406250,0.530330,1.500000,0.000000
178,0.000500,11.000000,0.000000,30.718750,24.000000,50.000000,0.000000,30.718750,24.000000,50.000000,0.492263,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
179,0.036000,10.953125,0.132583,33.375000,24.000000,61.000000,0.031250,32.483871,24.000000,61.000000,0.550320,3.000000,0.000000,1.953125,0.265165,4.500000,0.000000,1.500000,0.000000
180,0.000400,11.000000,0.000000,31.656250,24.000000,64.000000,0.000000,31.656250,24.000000,64.000000,0.462093,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
181,0.000400,11.000000,0.000000,33.312500,24.000000,49.000000,0.000000,33.312500,24.000000,49.000000,0.462168,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
182,0.000500,11.000000,0.000000,32.031250,24.000000,53.000000,0.031250,31.354837,24.000000,53.000000,0.510659,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
183,0.000500,11.000000,0.000000,32.312500,24.000000,56.000000,0.000000,32.312500,24.000000,56.000000,0.496993,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
184,0.000500,11.000000,0.000000,29.843750,24.000000,39.000000,0.000000,29.843750,24.000000,39.000000,0.470300,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
185,0.000500,11.000000,0.000000,32.093750,24.000000,46.000000,0.000000,32.093750,24.000000,46.000000,0.485637,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
186,0.000500,11.000000,0.000000,31.656250,24.000000,41.000000,0.000000,31.656250,24.000000,41.000000,0.539410,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
187,0.000500,11.000000,0.000000,33.906250,24.000000,59.000000,0.000000,33.906250,24.000000,59.000000,0.506118,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
188,0.097800,10.953125,0.132583,35.718750,24.000000,87.000000,0.000000,35.718750,24.000000,87.000000,0.457929,3.000000,0.000000,1.953125,0.265165,4.500000,0.000000,1.500000,0.000000
189,0.000400,11.000000,0.000000,33.250000,24.000000,49.000000,0.000000,33.250000,24.000000,49.000000,0.404958,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
190,0.000600,11.000000,0.000000,32.687500,25.000000,49.000000,0.000000,32.687500,25.000000,49.000000,0.567747,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
191,0.000500,11.000000,0.000000,29.843750,24.000000,46.000000,0.000000,29.843750,24.000000,46.000000,0.540035,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
192,0.000400,11.000000,0.000000,34.593750,23.000000,56.000000,0.000000,34.593750,23.000000,56.000000,0.427175,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
193,0.000500,11.000000,0.000000,32.906250,24.000000,46.000000,0.000000,32.906250,24.000000,46.000000,0.472857,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
194,0.000500,11.000000,0.000000,29.937500,24.000000,42.000000,0.000000,29.937500,24.000000,42.000000,0.533742,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
195,0.000500,11.000000,0.000000,30.437500,22.000000,49.000000,0.000000,30.437500,22.000000,49.000000,0.494955,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
196,0.000500,11.000000,0.000000,30.656250,24.000000,66.000000,0.000000,30.656250,24.000000,66.000000,0.499340,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
197,0.000500,11.000000,0.000000,31.843750,24.000000,53.000000,0.000000,31.843750,24.000000,53.000000,0.473119,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
198,0.000600,11.000000,0.000000,32.625000,24.000000,53.000000,0.000000,32.625000,24.000000,53.000000,0.588585,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
199,0.000500,11.000000,0.000000,32.968750,23.000000,53.000000,0.000000,32.968750,23.000000,53.000000,0.515376,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
200,0.000600,11.000000,0.000000,30.156250,24.000000,50.000000,0.000000,30.156250,24.000000,50.000000,0.602698,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
201,0.000400,11.000000,0.000000,31.437500,24.000000,51.000000,0.000000,31.437500,24.000000,51.000000,0.424614,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
202,0.001500,11.000000,0.000000,30.687500,24.000000,49.000000,0.000000,30.687500,24.000000,49.000000,1.474276,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
203,0.000500,11.000000,0.000000,35.406250,25.000000,49.000000,0.000000,35.406250,25.000000,49.000000,0.497369,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
204,0.000400,11.000000,0.000000,31.656250,23.000000,55.000000,0.000000,31.656250,23.000000,55.000000,0.401148,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
205,0.000500,11.000000,0.000000,33.218750,22.000000,55.000000,0.000000,33.218750,22.000000,55.000000,0.466266,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
206,0.000500,11.000000,0.000000,31.343750,24.000000,56.000000,0.000000,31.343750,24.000000,56.000000,0.493252,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
207,0.000400,11.000000,0.000000,34.812500,24.000000,46.000000,0.000000,34.812500,24.000000,46.000000,0.422385,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
208,0.000400,11.000000,0.000000,34.500000,25.000000,57.000000,0.000000,34.500000,25.000000,57.000000,0.387658,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
209,0.000500,11.000000,0.000000,33.187500,24.000000,68.000000,0.000000,33.187500,24.000000,68.000000,0.513357,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
210,0.000600,11.000000,0.000000,31.718750,24.000000,60.000000,0.000000,31.718750,24.000000,60.000000,0.610031,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
211,0.000500,11.000000,0.000000,33.218750,24.000000,68.000000,0.000000,33.218750,24.000000,68.000000,0.489281,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
212,-0.001800,10.718750,0.795495,34.500000,25.000000,53.000000,0.000000,34.500000,25.000000,53.000000,0.441126,2.906250,0.530330,2.000000,0.000000,4.359375,0.795495,1.453125,0.265165
213,0.000600,11.000000,0.000000,31.531250,24.000000,48.000000,0.000000,31.531250,24.000000,48.000000,0.575433,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
214,0.000500,11.000000,0.000000,31.750000,24.000000,59.000000,0.000000,31.750000,24.000000,59.000000,0.482605,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
215,0.000500,11.000000,0.000000,34.437500,24.000000,57.000000,0.000000,34.437500,24.000000,57.000000,0.481408,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
216,0.000500,11.000000,0.000000,30.250000,24.000000,42.000000,0.000000,30.250000,24.000000,42.000000,0.533276,3.000000,0.000000,2.000000,0.000000,4.500000,0.000000,1.500000,0.000000
